draftYear,categoryID,lastName,firstName,position,shootsCatches,heightIn,weightLbs,lastClub,lastLeague,birthDate,birthCity,birthStateProvince,birthCountry,midtermRank,finalRank
2021,1,Biggar,Zach,D,L,72,190,,,2003-03-01,Summerside,PE,CAN,,164
2021,1,Galloway,Tyson,D,L,75,220,Calgary,WHL,2003-01-20,Kamloops,BC,CAN,,165
2021,1,Pillar,Josh,RW,R,72,178,Kamloops,WHL,2002-02-14,Warman Sakatchewan,SK,CAN,,166
2021,1,Rochette,Theo,C,L,71,172,LAUSANNE,SWISS,2002-02-20,Neuchatel,,CHE,,167
2021,1,Kosior,Landon,D,R,71,188,,,2002-08-15,Regina,SK,CAN,,168
2021,1,Romeo,Chandler,D,L,77,207,Brantford,GOJHL,2003-07-16,Cambridge,ON,CAN,,169
2021,1,Savoie,Charles,RW,L,74,178,,,2003-01-14,Mirabel,QC,CAN,,170
2021,1,Michaud,Daniel,C,L,74,185,,,2003-02-14,Welland,ON,CAN,,171
2021,1,Rolofs,Stuart,LW,L,74,201,,,2003-03-28,Kitchener,ON,CAN,,172
2021,1,Argentina,Matthew,C,R,71,190,NORTHERN MICHIGAN,CCHA,2003-01-16,Philadelphia,PA,USA,,173
2021,1,Sop,Matthew,C,L,72,182,,,2003-02-04,Kitchener,ON,CAN,,174
2021,1,Maggio,Matthew,RW,R,71,189,Windsor,OHL,2002-11-25,Windsor,ON,CAN,,175
2021,1,Ahrenholz,Cade,RW,R,74,218,ALASKA-FAIRBANKS,IND NCAA,2002-11-30,Burnsville,MN,USA,,176
2021,1,Hutson,Quinn,RW,R,71,171,BOSTON UNIVERSITY,H-EAST,2002-01-01,Grand Haven,MI,USA,,177
2021,1,Lamb,Brody,RW,R,73,165,Dodge County,HIGH-MN,2003-08-30,Rochester,MN,USA,,178
2021,1,Benoit,Nate,D,L,72,190,Mount St. Charles,HIGH-RI,2002-11-26,Concord,NH,USA,,179
2021,1,Boyd,Ben,LW,L,75,195,Charlottetown,QMJHL,2003-08-23,Halifax,NS,CAN,,180
2021,1,Hache,Braden,D,L,75,212,Kingston,OHL,2003-05-21,Manchester,NH,USA,,181
2021,1,McCallum,Landon,C,R,71,179,,,2003-09-05,Delhi,ON,CAN,,182
2021,1,Robertson,Tucker,C,R,70,187,Peterborough,OHL,2003-06-22,Toronto,ON,CAN,,183
2021,1,Roukounakis,Nick,LW,L,74,244,BOSTON UNIVERSITY,H-EAST,2003-09-08,Boston,MA,USA,,184
2021,1,Davey,Paul,LW,L,74,181,BOSTON COLLEGE,H-EAST,2003-01-11,Stamford,CT,USA,,185
2021,1,Gustafsson,Lukas,D,L,70,188,BOSTON COLLEGE,H-EAST,2002-12-16,Alpharetta,GA,USA,,186
2021,1,Delay,Tim,C,R,73,179,BOSTON COLLEGE,H-EAST,2003-06-16,Boston,MA,USA,,187
2021,1,Truchon,Charle,D,L,72,192,,,2003-03-07,Matane,QC,CAN,,188
2021,1,Copponi,Matt,C,R,70,167,Merrimack,H-EAST,2003-06-04,Mansfield,MA,USA,,189
2021,1,Stringer,Zack,LW,L,72,153,,,2003-04-10,Haiti,,,,190
2021,1,Ginnell,Riley,LW,L,76,205,,,2002-10-09,Calgary,AB,CAN,,191
2021,1,Evans,Ryker,D,L,71,189,Regina,WHL,2001-12-13,Calgary,AB,CAN,,192
2021,1,Saganiuk,Colby,C,R,66,151,,,2003-02-05,Chicago,IL,USA,,193
2021,1,Wilmer,Jeremy,LW,L,66,155,QUINNIPIAC,ECAC,2003-08-16,Rockville Centre,NY,USA,,194
2021,1,Napier,Jacob,D,L,74,195,COLGATE,ECAC,2003-03-31,Buffalo,NY,USA,,195
2021,1,Rubin,Tyler,D,L,69,156,PRINCETON,ECAC,2003-01-10,Boston,MA,USA,,196
2021,1,Ritchie,Nolan,C,L,69,183,,,2002-05-27,Brandon,MB,CAN,,197
2021,1,Peters,Ethan,D,R,74,177,,,2003-04-22,Regina,SK,CAN,,198
2021,1,Batchelder,Carter,C,L,70,177,LAKE SUPERIOR,CCHA,2003-02-25,Savage,MN,USA,,199
2021,1,Avon,Jon-Randall,C,L,72,180,LEHIGH VALLEY,AHL,2003-07-04,Peterborough,ON,CAN,,200
2021,1,Ride,Declan,D,R,77,214,,,2003-03-01,Oakville,ON,CAN,,201
2021,1,Mianscum,Israel,LW,L,73,198,,,2003-04-18,Chibougamou,QC,CAN,,202
2021,1,Kurth,Connor,RW,R,71,207,Dubuque,USHL,2003-07-30,Elk River,MN,USA,,203
2021,1,Diotte,Mikael,D,R,75,202,,,2003-04-10,Sainte-Julie,QC,CAN,,204
2021,1,McGroarty,Matthew,C,R,71,172,QUINNIPIAC,ECAC,2003-01-30,Westport,CT,USA,,205
2021,1,Boudreau,Marc,LW,L,74,186,,,2003-04-29,Toronto,ON,CAN,,206
2021,1,Norcross,Billy,C,R,72,179,NORTHEASTERN,H-EAST,2003-03-16,Lynn,MA,USA,,207
2021,1,Serdachny,Noah,C,R,72,176,AIC,AH,2003-03-09,Edmonton,AB,CAN,,208
2021,1,Staring,Will,D,L,74,190,AIR FORCE,AH,2003-02-28,Springfield,VA,USA,,209
2021,1,Murray,Owen,D,R,69,181,UMASS,H-EAST,2002-12-01,Decker,MB,CAN,,210
2021,1,Martin,Jacob,D,R,72,186,,,2003-03-18,Eagle River,WI,USA,,211
2021,1,Klassen,Gabriel,C,L,69,162,WILKES-BARRE/SCRANTON,AHL,2003-06-30,Saskatoon,SK,CAN,,212
2021,1,Dann,Nolan,LW,L,69,184,,,2003-05-21,Cambridge,ON,CAN,,213
2021,1,Brunet,Frederic,D,L,74,176,Rimouski,QMJHL,2003-08-21,Gatineau,QC,CAN,,214
2021,1,Lawrence,Kaleb,RW,L,78,220,Owen Sound,OHL,2003-01-10,Ottawa,ON,CAN,,215
2021,1,King,Andrew,LW,L,71,168,BROWN,ECAC,2003-04-28,Saint Paul,MN,USA,,216
2021,1,Roelens,Milo,C,L,78,215,,,2003-01-16,Roeselare,,BEL,,217
2021,1,Pilote,Charles-Antoine,D,L,75,200,,,2003-01-07,Longueuil,QC,CAN,,218
2021,1,Laroque,Gannon,D,R,74,197,Victoria,WHL,2003-08-20,Edmonton,AB,CAN,,219
2021,1,Orloff,Evan,D,L,75,197,ST. LAWRENCE,ECAC,2003-03-09,Kensington,MD,USA,,220
2021,1,Maillet,Jacob,C,R,72,195,,,2003-03-13,Hamilton,ON,CAN,,221
2021,1,Robinson,Payton,D,R,74,194,,,2003-04-30,Burlington,ON,CAN,,222
2021,1,Wanner,Maximus,D,R,75,183,Moose Jaw,WHL,2003-03-12,Estevan,SK,CAN,,223
2021,1,Lemay,Joaquim,D,L,72,177,Salmon Arm,BCHL,2002-07-28,St-Pierre-les-Becquets,QC,CAN,,224
2021,1,Bentham,Nolan,D,R,76,201,,,2003-06-12,Victoria,BC,CAN,,925
2021,1,Brook,Jakob,RW,R,74,194,,,2002-03-15,Yorkton,SK,CAN,,926
2021,1,Morrell,Logan,RW,R,74,196,,,2003-08-02,Mesa,AZ,USA,,927
2021,1,Uchacz,Kai,C,R,74,194,HENDERSON,AHL,2003-06-24,Calgary,AB,CAN,,928
2021,2,Eklund,William,LW,L,70,176,Djurgarden,SWEDEN,2002-10-12,Stockholm,,SWE,,1
2021,2,Edvinsson,Simon,D,L,76,207,Frolunda Jr.,SWEDEN-JR.,2003-02-05,Kungsbacka,,SWE,,2
2021,2,Raty,Aatu,C,L,74,175,Karpat,FINLAND,2002-11-14,Oulu,,FIN,,3
2021,2,Chibrikov,Nikita,RW,L,70,170,St. Petersburg,RUSSIA,2003-02-16,Moscow,,RUS,,4
2021,2,Chayka,Daniil,D,L,75,187,CSKA,RUSSIA,2002-10-22,Moscow,,RUS,,5
2021,2,Svechkov,Fedor,C,L,72,187,Togliatti,RUSSIA-2,2003-04-05,Togliatti,,RUS,,6
2021,2,Kisakov,Aleksandr,LW,L,70,150,Dynamo Moscow 2,RUSSIA-JR.,2002-11-01,Solikamsk,,RUS,,7
2021,2,Rosen,Isak,RW,L,71,174,Leksand,SWEDEN,2003-03-15,Solna,,SWE,,8
2021,2,Lysell,Fabian,RW,R,71,176,Lulea,SWEDEN,2003-01-19,Gothenburg,,SWE,,9
2021,2,Tuomaala,Samu,LW,R,70,179,Karpat Jr.,FINLAND-JR.,2003-01-08,Oulu,,FIN,,10
2021,2,Robertsson,Simon,RW,L,72,190,Skelleftea,SWEDEN,2003-02-05,Pitea,,SWE,,11
2021,2,Salminen,Samu,C,L,74,182,Jokerit Jr.,FINLAND-JR.,2003-04-09,Helsinki,,FIN,,12
2021,2,Olausson,Oskar,RW,L,73,180,HV 71,SWEDEN,2002-11-10,Stockholm,,SWE,,13
2021,2,Stromgren,William,LW,L,75,187,Modo,SWEDEN-2,2003-06-07,Ornskoldsvik,,SWE,,14
2021,2,Helenius,Samuel,C,L,78,217,JYP,FINLAND,2002-11-26,Dallas,TX,USA,,15
2021,2,Svozil,Stanislav,D,L,73,182,Brno,CZREP,2003-01-17,Prerov,,CZE,,16
2021,2,Kostenko,Dmitri,D,R,74,198,Togliatti,RUSSIA-2,2002-09-25,Togliatti,,RUS,,17
2021,2,Poltapov,Prokhor,LW,L,72,176,CSKA 2,RUSSIA-JR.,2003-02-01,St. Petersburg,,RUS,,18
2021,2,Klimovich,Danila,RW,R,74,202,Minsk Zubry,BELARUS-2,2003-01-09,Pinsk,,BLR,,19
2021,2,Koivunen,Ville,RW,L,72,168,Karpat Jr.,FINLAND-JR.,2003-06-13,Oulu,,FIN,,20
2021,2,Brabenec,Jakub,C,L,74,174,Brno,CZREP,2003-09-11,Jihlava,,CZE,,21
2021,2,Kapanen,Oliver,C,R,74,196,Kalpa Jr.,FINLAND-JR.,2003-07-29,Timra,,SWE,,22
2021,2,Olsson,Anton,D,L,72,205,Malmo,SWEDEN,2003-01-26,Helsingborg,,SWE,,23
2021,2,Grushnikov,Artem,D,L,74,198,CSKA 2,RUSSIA-JR.,2003-03-20,Voskresensk,,RUS,,24
2021,2,Moser,Janis,D,L,73,183,Biel,SWISS,2000-06-06,Biel,,CHE,,25
2021,2,Heimosalmi,Aleksi,D,R,71,180,Assat Jr.,FINLAND-JR.,2003-05-08,Pori,,FIN,,26
2021,2,Dower Nilsson,Liam,C,L,72,185,Frolunda Jr.,SWEDEN-JR.,2003-04-14,Gothenburg,,SWE,,27
2021,2,Fedotov,Ilya,LW,R,73,176,Nizhny Novgorod 2,RUSSIA-JR.,2003-03-19,Saratov,,RUS,,28
2021,2,Schreiber,Martin,D,L,74,185,KALMAR,SWEDEN-2,2002-10-31,Karlskoga,,SWE,,29
2021,2,Kirsanov,Kirill,D,L,73,220,St. Petersburg,RUSSIA,2002-09-19,Tver,,RUS,,30
2021,2,Lukashevich,Vladislav,D,L,74,167,Yaroslavl 2,RUSSIA-JR.,2003-05-23,Magadan,,RUS,,31
2021,2,Sobolev,Daniil,D,R,72,223,Spartak 2,RUSSIA-JR.,2003-03-03,St. Petersburg,,RUS,,32
2021,2,Atanasov,Vasily,C,L,71,172,NIZHNY NOVGOROD,RUSSIA,2002-09-25,Nizhny Tagil,,RUS,,33
2021,2,Busygin,Yaroslav,D,L,75,185,VITYAZ,RUSSIA,2003-02-14,Korkino,,RUS,,34
2021,2,Petrov,Matvey,LW,R,74,180,Krylja Sovetov 2,RUSSIA-JR.,2003-03-12,Gus-Khrustalny,,RUS,,35
2021,2,Sjoberg,Albert,RW,R,72,183,Sodertalje Jr.,SWEDEN-JR.,2003-03-19,Stockholm,,SWE,,36
2021,2,Grebenkin,Nikita,RW,L,74,183,Magnitogorsk 2,RUSSIA-JR.,2003-05-02,Serov,,RUS,,37
2021,2,Vilen,Topias,D,L,73,194,Pelicans,FINLAND,2003-04-01,Lahti,,FIN,,38
2021,2,Elias,Florian,C,L,68,175,AUGSBURG,GERMANY,2002-08-07,Augsburg,,DEU,,39
2021,2,Sundin,Arvid,LW,L,71,178,,,2003-08-02,Gavle,,SWE,,40
2021,2,Malinen,Aleksi,D,L,72,176,JYP,FINLAND,2003-05-26,Tuusula,,FIN,,41
2021,2,Groch,Simon,D,L,75,207,SPISSKA NOVA VES,SLOVAKIA,2003-03-10,Bratislava,,SVK,,42
2021,2,Grigoryev,Danil,C,L,77,205,,,2003-05-30,Kazan,,RUS,,43
2021,2,Sychev,Vladimir,LW,R,71,158,SARATOV,RUSSIA-2,2003-03-17,Stupino,,RUS,,44
2021,2,Zugan,Dmitriy,C,L,71,183,DYNAMO ST. PETERSBURG,RUSSIA-2,2002-11-23,Moscow,,RUS,,45
2021,2,Lazutin,Daniil,C,L,74,180,SKA NEVA ST. PETERSBURG,RUSSIA-2,2003-07-25,Moscow,,RUS,,46
2021,2,Vilen,Elias,C,L,69,172,PELICANS,FINLAND,2001-01-01,Lahti,,FIN,,47
2021,2,Nystrom,Joel,D,R,74,174,Farjestad,SWEDEN,2002-05-14,Karlstad,,SWE,,48
2021,2,Huuhtanen,Niko,RW,R,74,213,Tappara Jr.,FINLAND-JR.,2003-06-26,Espoo,,FIN,,49
2021,2,Stjernborg,Victor,C,L,70,202,Vaxjo,SWEDEN,2003-05-22,Malmo,,SWE,,50
2021,2,Hurtig,Viktor,D,R,77,191,Vasteras Jr.,SWEDEN-JR.,2002-04-28,Falun,,SWE,,51
2021,2,Suomi,Jimi,D,L,71,174,KOOKOO,FINLAND,2003-03-01,Espoo,,FIN,,52
2021,2,Meier,Noah,D,L,71,187,LANGNAU,SWISS,2002-09-24,Zurich,,CHE,,53
2021,2,Safonov,Ilya,C,L,76,205,Kazan,RUSSIA,2001-05-30,Moscow,,RUS,,54
2021,2,Bardakov,Zakhar,C,L,74,209,Podolsk,RUSSIA,2001-02-24,Berdsk,,RUS,,55
2021,2,Hanelt,Haakon,C,L,73,189,Eisbaren Berlin,GERMANY,2003-06-01,Berlin,,DEU,,56
2021,2,Liukas,Eetu,LW,L,74,207,TPS,FINLAND,2002-09-25,Turku,,FIN,,57
2021,2,Nadvorny,Matvei,LW,L,70,174,SARATOV,RUSSIA-2,2003-02-17,Segezha,,RUS,,58
2021,2,Becar,Simon,D,L,72,180,DUBNICA,SLOVAKIA-2,2003-04-16,Trencin,,SVK,,59
2021,2,Sjoholm,Victor,D,R,69,178,HV71,SWEDEN,2003-07-08,Jonkoping,,SWE,,60
2021,2,Guslistov,Nikita,C,L,70,178,Cherepovets,RUSSIA,2002-05-30,Cherepovets,,RUS,,61
2021,2,Kokhanin,Ignat,RW,L,72,183,,,2002-01-12,Zelenodolsk,,RUS,,62
2021,2,Averochkin,Matvey,C,L,78,213,ZVEZDA MOSCOW,RUSSIA-2,2003-05-15,Moscow,,RUS,,63
2021,2,Kulakov,Artyom,D,L,74,208,ALLEN,ECHL,2003-02-14,Bolshoy Kamen,,RUS,,64
2021,2,Sedivy,Jakub,D,L,73,198,SOKOLOV,CZECHIA-2,2003-05-10,Pisek,,CZE,,65
2021,2,Baco,Robert,RW,R,76,224,NITRA,SLOVAKIA,2003-02-05,Kosice,,SVK,,66
2021,2,Chernikov,Yegor,C,L,75,205,TOGLIATTI,RUSSIA,2002-12-09,Nizhnevartovsk,,RUS,,67
2021,2,Shumilov,Kirill,LW,L,73,183,DYNAMO-ALTAY BARNAUL,RUSSIA-2,2003-03-26,Belovo,,RUS,,68
2021,2,Machulin,Vasili,D,R,75,202,SOCHI,RUSSIA,2002-08-07,Moscow,,RUS,,69
2021,2,Rafkin,Ruben,D,R,72,194,OREBRO,SWEDEN,2002-01-08,Turku,,FIN,,70
2021,2,Angesved,Theo,D,R,71,172,AIC,AH,2003-06-23,Vaxjo,,SWE,,71
2021,2,Kuzmin,Dmitry,D,L,70,188,Molodechno,BELARUS,2003-04-23,Kholstovo,,BLR,,72
2021,2,Sardarian,Stiven,RW,L,73,156,CSKA 2,RUSSIA-JR.,2003-02-07,St. Petersburg,,RUS,,73
2021,2,Steklov,Kirill,D,L,76,190,TORPEDO-GORKY NN,RUSSIA-2,2002-03-30,Tallinn,,EST,,74
2021,2,Sjodin,Linus,C,L,72,167,Rogle,SWEDEN,2002-10-02,Angelholm,,SWE,,75
2021,2,Persson,Johan,D,L,74,198,,,2003-02-17,Bromma,,SWE,,76
2021,2,Pajer,Lukas,RW,R,71,202,LITOMERICE,CZECHIA-2,2003-07-04,Kolin,,CZE,,77
2021,2,Vaisanen,Kalle,RW,R,76,194,TPS Jr.,FINLAND-JR.,2003-01-28,Kotka,,FIN,,78
2021,2,Spacek,David,D,R,72,176,Sherbrooke,QMJHL,2003-02-18,Columbus,OH,USA,,79
2021,2,Kvist,Oskar,LW,L,75,202,VASTERAS,SWEDEN-2,2001-06-04,Gavle,,SWE,,80
2021,2,Rossmy,Bennet,LW,L,75,210,DUSSELDORF,GERMANY,2003-08-01,Zittau,,DEU,,81
2021,2,Moravec,Petr,C,L,72,190,MOUNTFIELD HK,CZECHIA,2003-02-24,Hradec Kralove,,CZE,,82
2021,2,Gaidamak,Vsevolod,C,L,71,196,KRASNOYARSK,RUSSIA-2,2003-04-09,Khabarovsk,,RUS,,83
2021,2,Kremlacek,Vladimir,D,L,72,183,,,2002-09-24,Plzen,,CZE,,84
2021,2,Koci,Fabien,D,R,71,191,SLAVIA,CZECHIA-2,2002-10-17,Ostrava,,CZE,,85
2021,2,Halmrast,Leo,C,L,73,205,SPARTA SARPSBORG,NORWAY,2003-05-06,,,NOR,,86
2021,2,Paivarinta,Sami,C,L,70,190,HPK,FINLAND,2003-06-08,Somero,,FIN,,87
2021,2,Stakkestad,Ake,C,L,71,187,HV71,SWEDEN,2002-05-04,Gothenburg,,SWE,,88
2021,2,Rysavy,Martin,RW,L,75,218,Prerov,CZREP-2,2003-03-06,Prerov,,CZE,,89
2021,2,Ottavainen,Ville,D,R,77,221,JYP,FINLAND,2002-08-12,Oulu,,FIN,,90
2021,2,Holmli,Joel,RW,L,71,165,,,2003-07-30,Gavle,,SWE,,91
2021,2,Sramaty,Marek,C,R,71,179,ZIAR NAD HRONOM,SLOVAKIA-2,2003-02-09,Zlate Moravce,,SVK,,92
2021,2,Shumilov,Vasily,D,R,71,187,TORPEDO-GORKY NN,RUSSIA-2,2003-08-14,Perm,,RUS,,93
2021,2,Eljas,Arvid,C,L,71,183,LEKSAND,SWEDEN,2003-06-01,Falun,,SWE,,94
2021,2,Juusola,Viljami,D,L,71,170,KARPAT,FINLAND,2003-04-19,Kirkkonummi,,FIN,,95
2021,2,Skoropad,Nikita,RW,L,75,185,NEFTEKAMSK,RUSSIA-2,2003-04-02,Ufa,,RUS,,96
2021,2,Myrenberg,Jonathan,D,R,75,196,Linkoping Jr.,SWEDEN-JR.,2003-04-11,Taby,,SWE,,97
2021,2,Machu,Tomas,D,R,76,195,Sumperk,CZREP-2,2003-03-02,Ostrava,,CZE,,98
2021,2,Mechura,Adam,C,L,77,196,PLZEN,CZECHIA,2003-01-31,Pisek,,CZE,,99
2021,2,Chmelar,Jaroslav,RW,R,76,198,Jokerit U18,FIN-JR. U18,2003-07-20,Nove Mesto nad Metuji,,CZE,,100
2021,2,Lavins,Martins,C,R,72,185,NEW HAMPSHIRE,H-EAST,2003-04-10,Riga,,LVA,,101
2021,2,Jellvik,Oskar,LW,L,71,180,Djurgarden Jr.,SWEDEN-JR.,2003-02-08,Stockholm,,SWE,,102
2021,2,Jacobsson,Theo,C,L,70,174,Modo Jr.,SWEDEN-JR.,2003-04-06,Ornskoldsvik,,SWE,,103
2021,2,Tichacek,Jiri,D,L,70,170,KLADNO,CZECHIA,2003-01-30,Sokolov,,CZE,,104
2021,2,Varagyan,Edgar,LW,R,74,202,MAGNITKA MAGNITOGORSK,RUSSIA-2,2002-10-17,Magnitogorsk,,RUS,,105
2021,2,Klimo,Michal,C,L,73,187,,,2002-10-03,Prague,,CZE,,106
2021,2,Ervasti,Kalle,D,R,72,185,LUKKO,FINLAND,2003-03-07,Oulu,,FIN,,107
2021,2,Miettinen,Verner,C,L,72,160,ST. CLOUD STATE,NCHC,2003-04-07,Espoo,,FIN,,108
2021,2,Krupicka,Jan,RW,L,75,191,LITOMERICE,CZECHIA-2,2003-07-23,Neratovice,,CZE,,109
2021,2,Stenman,Elias,C,L,71,187,NYBRO,SWEDEN-2,2002-12-23,Norrtalje,,SWE,,110
2021,2,Granath,Philip,RW,R,68,195,TAPPARA,FINLAND,2002-10-05,Oslo,,NOR,,111
2021,2,Tammela,Jeremi,C,R,69,185,IPK,FINLAND-2,2003-09-12,Ylivieska,,FIN,,112
2021,2,Hasa,Noah,LW,L,71,176,FROLUNDA,SWEDEN,2003-03-06,Uppsala,,SWE,,113
2021,2,Moberg,Oliver,C,L,75,205,CLARKSON,ECAC,2003-02-23,Stockholm,,SWE,,114
2021,2,Suni,Oliver,RW,R,74,194,JOKERIT,FINLAND-2,2002-02-13,Kempele,,FIN,,115
2021,2,Ivantsov,Ilya,C,L,70,160,CHEREPOVETS,RUSSIA,2003-01-27,Penza,,RUS,,116
2021,2,Larsen,Kasper,D,L,78,218,HERLEV,DENMARK,2002-09-23,Rodovre,,DNK,,117
2021,2,Tyutnev,Pavel,C,L,70,185,KURGAN,RUSSIA-2,2002-07-25,Voskresensk,,RUS,,118
2021,2,Koskela,Valtteri,D,L,71,175,JUKURIT,FINLAND,2002-10-20,Jyvaskyla,,FIN,,119
2021,2,Karlsson,Robin,LW,R,72,161,,,2003-03-19,Orebro,,SWE,,120
2021,2,Chvatal,Marek,D,L,71,165,JIHLAVA,CZECHIA-2,2003-04-08,Jihlava,,CZE,,121
2021,2,Balaz,Ondrej,D,L,72,183,LITVINOV,CZECHIA,2002-11-26,Kadan,,CZE,,122
2021,2,Jedlicka,Maros,C,L,74,198,Zvolen,SLOVAKIA,2002-10-23,Trnava,,SVK,,123
2021,2,Zubak,Adrian,D,R,72,185,TOPOLCANY,SLOVAKIA-2,2002-12-24,Brezno,,SVK,,124
2021,2,Nazarov,Ilya,RW,L,75,211,CHELMET,RUSSIA-2,2003-05-20,Moscow,,RUS,,125
2021,2,Hakala,Nikolai,C,L,78,218,,,2003-07-11,Hong Kong,,HKG,,126
2021,2,Bohm,Martin,D,L,71,176,TREBIC,CZECHIA-2,2003-02-08,Prachatice,,CZE,,127
2021,2,Yliniemi,Sisu,C,L,71,163,KARPAT,FINLAND,2003-06-25,Haukipudas,,FIN,,128
2021,2,Demek,Jakub,C,L,76,203,Slovakia U18 (SVK-2),SLOVAKIA-2,2003-06-06,Kosice,,SVK,,129
2021,2,Makarov,Nikolai,D,L,73,194,CSKA 2,RUSSIA-JR.,2003-01-12,Perm,,RUS,,130
2021,2,Kuimov,Egor,RW,L,75,176,ORSK,RUSSIA-2,2003-03-09,Serov,,RUS,,131
2021,2,Hajnik,David,RW,R,73,198,HUMENNE,SLOVAKIA-2,2002-11-25,Michalovce,,SVK,,132
2021,2,Pylenkov,Daniil,D,L,73,194,Podolsk,RUSSIA,2000-09-26,Yegoryevsk,,RUS,,133
2021,2,Jarvela,Juho,C,L,75,203,HPK,FINLAND,2003-07-14,Mikkeli,,FIN,,134
2021,2,Lohisalo,Joonas,LW,L,74,189,JOKIPOJAT,FINLAND-2,2003-05-14,Oulu,,FIN,,135
2021,2,Leppanen,Tomi,D,L,73,197,IPK,FINLAND-2,2003-04-07,Heinola,,FIN,,136
2021,2,Novikov,Nikita,D,L,75,207,Dynamo Moscow 2,RUSSIA-JR.,2003-07-25,Moscow,,RUS,,137
2021,2,Ravinskis,Anri,LW,L,75,200,HPK,FINLAND,2003-01-02,Riga,,LVA,,138
2021,2,Katelevskii,Dmitrii,C,L,74,190,KAZAN,RUSSIA,2003-01-17,Kazan,,RUS,,139
2021,2,Kostoval,Michal,D,L,73,170,JIHLAVA,CZECHIA-2,2003-01-17,Prague,,CZE,,140
2021,2,Almquist,Marcus,RW,R,67,167,HERLEV,DENMARK,2003-09-13,Rodovre,,DNK,,141
2021,2,Virolainen,Jere,C,L,74,194,,,2003-03-06,Tampere,,FIN,,142
2021,2,Allenspach,Dario,C,L,72,165,LANGNAU,SWISS,2002-08-20,Herisau,,CHE,,143
2021,2,Kupco,Lubomir,LW,L,71,182,KARLOVY VARY,CZECHIA,2003-03-05,Kosice,,SVK,,144
2021,2,Socha,Samuel,D,L,73,194,LEVICE,SLOVAKIA-2,2003-02-26,Nitra,,SVK,,145
2021,2,Miklovic,Simon,D,L,74,194,,,2003-02-21,Trencin,,SVK,,146
2021,2,Sandvik,Viljam,RW,R,69,185,JUKURIT,FINLAND,2003-02-04,Loviisa,,FIN,,147
2021,2,Danielcak,Tim,RW,L,73,180,SPISSKA NOVA VES,SLOVAKIA,2003-05-24,Kezmarok,,SVK,,148
2021,2,Zanetti,Brian,D,L,75,191,Lugano Jr.,SWISS-JR.,2003-03-15,Lugano,,CHE,,149
2021,2,Korte,Connor William,LW,L,71,185,FREIBURG,GERMANY-2,2003-01-31,Oberndorf,,AUT,,150
2021,3,Cossa,Sebastian,G,L,78,210,Edmonton,WHL,2002-11-21,Hamilton,ON,CAN,,1
2021,3,Gaudreau,Benjamin,G,L,74,187,Sarnia,OHL,2003-01-11,North Bay,ON,CAN,,2
2021,3,Lennox,Tristan,G,L,75,202,Saginaw,OHL,2002-10-21,Ottawa,ON,CAN,,3
2021,3,Adam,Olivier,G,R,76,183,,,2002-05-20,Drummondville,QC,CAN,,4
2021,3,Despatie,Emerik,G,L,74,191,,,2003-06-22,Gatineau,QC,CAN,,5
2021,3,Vrbetic,Joe,G,L,78,186,North Bay,OHL,2002-10-24,Hamilton,ON,CAN,,6
2021,3,Lapenna,Francesco,G,R,72,197,,,2002-07-08,Laval,QC,CAN,,7
2021,3,Sergeev,Arsenii,G,L,75,195,Shreveport,NAHL,2002-12-16,Yaroslavl,,RUS,,8
2021,3,Serhyenko,Carter,G,L,76,193,,,2002-09-24,Saskatoon,SK,CAN,,9
2021,3,Milic,Thomas,G,L,72,179,Seattle,WHL,2003-04-14,New Westminster,BC,CAN,,10
2021,3,Brochu,Brett,G,L,71,172,FORT WAYNE,ECHL,2002-09-09,Belle River,ON,CAN,,11
2021,3,Boyko,Talyn,G,L,79,196,Tri-City,WHL,2002-10-16,Drumheller,AB,CAN,,12
2021,3,Rowe,Cameron,G,L,74,215,WESTERN MICHIGAN,NCHC,2001-06-01,Wilmette,IL,USA,,13
2021,3,Castro,Anton,G,L,72,180,WISCONSIN,BIG10,2003-01-23,Mendota Heights,MN,USA,,14
2021,3,Holt,Braden,G,L,73,162,,,2003-07-30,Fort Collins,CO,USA,,15
2021,3,Pavicich,Luke,G,L,74,175,ARIZONA STATE,NCHC,2002-03-21,Clarence Center,NY,USA,,16
2021,3,Hlavaj,Samuel,G,L,76,218,IOWA,AHL,2001-05-29,Martin,,SVK,,17
2021,3,Gauthier,Taylor,G,R,73,193,WILKES-BARRE/SCRANTON,AHL,2001-02-15,Calgary,AB,CAN,,18
2021,3,Keopple,Remington,G,L,74,196,CORNELL,ECAC,2002-03-21,Owatonna,MN,USA,,19
2021,3,Mbereko,Kaidan,G,L,71,190,COLORADO COLLEGE,NCHC,2003-07-28,Aspen,CO,USA,,20
2021,3,Patenaude,Noah,G,L,73,187,AJOIE,SWISS,2002-12-24,Neuch̢tel,,CHE,,21
2021,3,Bartoszkiewicz,Owen,G,L,73,193,LINDENWOOD,IND NCAA,2003-03-11,Alton,IL,USA,,22
2021,3,Clark,Chase,G,R,77,208,Jersey Hitmen,USPHL - NCDC,2002-04-08,Williamsville,NY,USA,,23
2021,3,Baliotti,Jed,G,L,75,188,,,2002-02-07,New York,NY,USA,,24
2021,3,Terness,Logan,G,L,72,175,OHIO STATE,BIG10,2002-09-18,North Vancouver,BC,CAN,,25
2021,3,Purcell,Colin,G,L,79,198,,,2002-03-26,Shaker Heights,OH,USA,,26
